book_id,title,author,rating,ratings_count,reviews_count,description,genres,pages,format,publication_date,literary_awards,original_title,series,setting,characters,isbn,language																																																																																																																												
35,The Lord of the Rings,J.R.R. Tolkien,4.54,733504,16639,"Celebrated Tolkien illustrator Alan Lee, a conceptual designer for the blockbuster films based on ""The Lord of the Rings"", contributes 50 beautiful full-page, full-color paintings to this elegant three-volume edition.One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkness bind them. In ancient times the Rings of Power were crafted by the Elven-smiths, and Sauron, The Dark Lord, forged the One Ring, filling it with his own power so that he could rule all others. But the One Ring was taken from him, and though he sought it throughout Middle-earth, it remained lost to him. After many ages it fell, by chance, into the hands of the hobbit, Bilbo Baggins. From his fastness in the Dark Tower of Mordor, Sauron's power spread far and wide. He gathered all the Great Rings to him, but ever he searched far and wide for the One Ring that would complete his dominion. On his eleventy-first birthday Bilbo disappeared, bequeathing to his young cousin Frodo the Ruling Ring and a perilous quest -- to journey across Middle-earth, deep into the shadow of the Dark Lord, and destroy the Ring by casting it into the Cracks of Doom. The Lord of the Rings tells of the great quest undertaken by Frodo and the Fellowship of the Ring: Gandalf the Wizard, Merry, Pippin, and Sam, Gimli the Dwarf, Legolas the Elf, Boromir of Gondor, and a tall, mysterious stranger called Strider. Saga of a group heroes who set forth to save their world from evil. A brotherhood of hobbits, elves, dwarves, and people is formed to combat evil forces. Tolkien drew on his extensive knowledge of folklore and the classics to create the worlds and creatures described in the trilogy, which includes The Fellowship of the Ring, The Two Towers, and The Return of the King.","Fantasy, Classics, Fiction, Adventure, Science Fiction Fantasy, High Fantasy, Epic Fantasy, Literature, Novels, Young Adult",1216,Hardcover,"October 01, 2002","Hugo Award, Prometheus Hall of Fame Award, International Fantasy Award, Books I Loved Best Yearly (BILBY) Awards, Prix du Meilleur Livre Г‰tranger, Nynorsk litteraturpris",The Lord of the Rings,Middle-earth,Middle Earth,"Frodo Baggins, Meriadoc Brandybuck, Gandalf, Aragorn, Gimli, Boromir, Bilbo Baggins, Treebeard, Saruman, Г‰owyn, Г‰omer, Elrond Half-elven, Arwen UndГіmiel, Galadriel, Faramir, Gollum, Peregrin Took, Legolas, Sam Gamgee",9780618260584,English																																																																																																																												
36,The Lord of the Rings: Weapons and Warfare,Chris   Smith,4.58,85573,108,"Lavishly illustrated with 1,000 photos, paintings, maps, sculptures and sketches, most appearing here for the first time, Weapons and Warfare is an indispensable chronicle of The Lord of the Rings' many creatures, warriors, armies and battlegrounds. From the graceful and proficient Elves to the horrendous war machines of the Dark Lord, each culture's approach to warfare is explained - how they fought, why they were fighting, what armor they wore and what weapons they used against their enemies. Now you can get as close to a marauding Orc as you could ever wish, without suffering the consequences!Treating the filmmakers' notes, designs and props as a true archive, Weapons and Warfare describes in detail every major conflict depicted in the film trilogy - from The Last Alliance of Elves and Men to the climactic Battle of the Pelennor Fields - each accompanied by a battle diagram from the films' chief designers.Armed with a wealth of fascinating facts and unique imagery, and with an exclusive foreword by Christopher Lee and an introduction by the Academy Award winner Richard Taylor, Weapons and Warfare promises to be the most striking companion to The Lord of the Rings movie trilogy published to date.","Fantasy, Art, Fiction, Reference, Classics, Media Tie In, Film, High Fantasy, Adventure, Adult",218,Paperback,"November 05, 2003",,The Lord of the Rings: Weapons and Warfare,,,,9780618391004,English																																																																																																																												
37,The Lord of the Rings: Complete Visual Companion,Jane Johnson,4.5,422,8,"The official, fully authorized full-color guide to the characters, places, and landscapes of J.R.R. Tolkien's Middle-earth as depicted in The Lord of the Rings movie trilogy.Fully illustrated with almost 300 color photographs, including stunning new images from the extended director's versions of The Fellowship of the Ring and The Two Towers, and exclusive ""first-look"" shots from The Return of the King, this Complete Visual Companion now tells the whole tale of The Lord of the Rings in sumptuous detail.The many characters, creatures, and strange lands of Middle-earth encountered by the Fellowship of the Ring in their epic journey are here brought to life: from the magical Elven realms of Rivendell and Lothlorien to the abandoned Dwarven kingdom of Moria	 from the wizard Saruman's stronghold at Isengard to the land of the Horse-lords, Rohan	 from their last-ditch fortress at Helm's Deep to Minas Tirith, the city-kingdom of the proud Men of Gondor	 from the haunted Paths of the Dead to the battlefields of Pelennor and the overrun city of Osgiliath	 from Cirith Ungol and the Nazgul's tower of sorcery at Minas Morgul into the very heart of Mordor. Along the way our heroes will encounter Elves and Ents, Uruk-hai and Orcs, Trolls, and Haradrim on their towering war-elephants, the mumakil. The Companion introduces readers to the monstrous Shelob the spider, to the Corsairs of Umbar, and to that pitiful but deadly creature Gollum.This omnibus edition also includes brand-new sections appearing in print for the first time, which take the story of the quest of the Fellowship beyond Mount Doom, all the way to the hearbreaking finale at the Grey Havens.","Fantasy, Film, Reference, Media Tie In, Picture Books",224,Paperback,"January 01, 2004",,The Lord of the Rings: Complete Visual Companion,The Lord of the Rings: Visual Companion,,,9780618510825,English																																																																																																																								
38,The Lord of the Rings Box Set,J.R.R. Tolkien,4.54,733504,16639,"A three-volume boxed set edition of J. R. R. Tolkien's epic The Lord of the Rings, featuring film act on the cover. The set includes The Fellowship of the Ring, The Two Towers, and The Return of the King.In ancient times the Rings of Power were crafted by the Elven-smiths, and Sauron, The Dark Lord, forged the One Ring, filling it with his own power so that he could rule all others. But the One Ring was taken from him, and though he sought it throughout Middle-earth still it remained lost to him. After many ages it fell, by chance, into the hands of the hobbit, Bilbo Baggins.From his fastness in the Dark Tower of Mordor, Sauron's power spread far and wide. He gathered all the Great Rings to him, but ever he searched far and wide for the One Ring that would complete his dominion.On his eleventy-first birthday, Bilbo disappeared bequeathing to his young cousin, Frodo, the Ruling Ring, and a perilous quest: to journey across Middle-earth, deep into the shadow of the Dark Lord and destroy the Ring by casting it into the Cracks of Doom.The Lord of the Rings tells of the great quest undertaken by Frodo and the Fellowship of the Ring: Gandalf the wizard, Merry, Pippin and Sam, Gimli the Dwarf, Legolas the Elf, Boromir of Gondor, and a tall, mysterious stranger called Strider.Saga of a group heroes who set forth to save their world from evil. A brotherhood of 'hobbits,' elves, dwarves, and people is formed to combat evil forces. Tolkien drew on his extensive knowledge of folklore and the classics to create the worlds and creatures described in the trilogy, which includes The Fellowship of the Ring, The Two Towers, and The Return of the King.","Fantasy, Classics, Fiction, Adventure, Science Fiction Fantasy, High Fantasy, Epic Fantasy, Literature, Novels, Young Adult",1223,Hardcover,"September 01, 2001","Hugo Award, Prometheus Hall of Fame Award, International Fantasy Award, Books I Loved Best Yearly (BILBY) Awards, Prix du Meilleur Livre Г‰tranger, Nynorsk litteraturpris",The Lord of the Rings,Middle-earth,Middle Earth,"Frodo Baggins, Meriadoc Brandybuck, Gandalf, Aragorn, Gimli, Boromir, Bilbo Baggins, Treebeard, Saruman, Г‰owyn, Г‰omer, Elrond Half-elven, Arwen UndГіmiel, Galadriel, Faramir, Gollum, Peregrin Took, Legolas, Sam Gamgee",9780618153978,English																																																																																																																												
39,The Lord of the Rings,Brian Sibley,4.75,22842,112,"Widely regarded as a broadcasting classic, the 1981 BBC Radio dramatisation of The Lord of the Rings stars Ian Holm, Michael Hordern, Robert Stephens, John Le Mesurier and Peter Woodthorpe. This box set contains all three parts of the epic tale - The Fellowship of the Ring, The Two Towers and The Return of the King. Sauron, the Dark Lord, has gathered to him the Rings of Power - the means by which he will be able to rule the world. All he lacks in his plan for domination is the Ruling Ring, which has fallen into the hands of the hobbit, Frodo Baggins... Brian Sibley, one of the original dramatists, has written new opening and closing narration for the character of Frodo, played by Ian Holm. This collection also includes a bonus CD featuring Stephen Oliver's complete musical score, and a demo version of 'Bilbo's Last Song'.13 CDs. 13 hrs 15 mins.","Fantasy, Fiction, Audiobook, Classics, High Fantasy, Epic Fantasy, Science Fiction Fantasy, Adventure, Science Fiction, Novels",,Audio CD,"December 01, 1999",,The Lord of the Rings,,,,9780553456530,English																																																																																																																												
40,Cooking with Fernet Branca,James Hamilton-Paterson,3.6,1855,284,"Gerald Samper, an effete English snob, has his own private hilltop in Tuscany, where he whiles away his time working as a ghostwriter for celebrities and inventing wholly original culinary concoctions вЂ” including ice cream made with garlic and the bitter, herb-based liqueur of the book's title. Gerald's idyll is shattered by the arrival of Marta, on the run from a crime-riddled former soviet republic. A series of hilarious misunderstandings brings this odd couple into ever closer and more disastrous proximity.James Hamilton-Paterson's first novel, ""Gerontius,"" won the Whitbread Award. He is an acclaimed author of nonfiction books, including ""Seven-Tenths,"" ""Three Miles Down,"" and ""Playing with Water,"" He currently lives in Italy.","Fiction, Humor, Italy, Food, British Literature, Book Club, Comedy, Cooking, Contemporary, Satire",288,Paperback,"January 01, 2005","Booker Prize, Bollinger Everyman Wodehouse Prize",Cooking with Fernet Branca,Gerald Samper ,Italy,,9781933372013,English																																																																																																																												
45,"Agile Web Development with Rails, 1st Edition",Dave         Thomas,3.86,2232,113,"Rails is a full-stack, open source web framework that enables you to create full-featured, sophisticated web-based applications, but with a twist... A full Rails application probably has less total code than the XML you'd need to configure the same application in other frameworks. With this book you'll learn how to use ""ActiveRecord"" to connect business objects and database tables. No more painful object-relational mapping. Just create your business objects and let Rails do the rest. You'll learn how to use the ""Action Pack"" framework to route incoming requests and render pages using easy-to-write templates and components. See how to exploit the Rails service frameworks to send emails, implement web services, and create dynamic, user-centric web-pages using built-in Javascript and Ajax support. There are extensive chapters on testing, deployment, and scaling. You'll see how easy it is to install Rails using your web server of choice (such as Apache or lighttpd) or using its own included web server. You'll be writing applications that work with your favorite database (MySQL, Oracle, Postgres, and more) in no time at all. You'll create a complete online store application in the extended tutorial section, so you'll see how a full Rails application is developed---iteratively and rapidly. Rails strives to honor the Pragmatic Programmer's ""DRY Principle"" by avoiding the extra work of configuration files and code annotations. You can develop in real-time: make a change, and watch it work immediately. Forget XML. Everything in Rails, from templates to control flow to business logic, is written in Ruby, the language of choice for programmers who like to get the job done well (and leave work ontime for a change). Rails is the framework of choice for the new generation of Web 2.0 developers. Agile Web Development with Rails is the book for that generation, written by Dave Thomas (Pragmatic Programmer and author of Programming Ruby) and David Heinemeier Hansson, who created Rails.","Programming, Nonfiction, Technology, Technical, Reference, Software, Computer Science, Computers, Web, Coding",558,Paperback,"July 28, 2005",,,Agile Web Development with Rails,,,9780976694007,English																																																																																																																												
46,Ruby Quickly: Ruby and Rails for the Real World,Mark   Watson,3.5,6,0,"Enterprise software development is labor-intensive. And it is made more costly than necessasry by some of the most popular technologies which can be needlessly complex. The combination of Ruby and Ruby on Rails provides a simple, stable platform for cost-effective software development.The book quickly reviews Rails development and then move to essential enterprise subjects like Web Services (and their relationships with SOA), data persistence, messaging, interoperability with other platforms, handling documents and search, spell-checking, and report generation. It also covers new Web 2.0 technologies like Ajax and the read-write Web. It is rich in examples and covers numerous interesting topics readers will be surprised to see, such as advanced search with Ferret, how to access del.icio.us and Flickr from Ruby, or how to use Yahoo's general search from Ruby. The book closes with a look at the Semantic Web and why it makes sense to adopt semantic Web technologies.",,360,Paperback,"August 01, 2006",,Ruby Quickly: Ruby and Rails for the Real World,,,,9781932394740,English																																																																																																																												
48,The Bucaneers,Edith Wharton,3.86,8618,847,"Wharton's final novel (completed by Marion Mainwaring after the author's death in 1937) revolves around American and British society in the 1870s. Told in large part through the eyes of American debutantes, the story portrays innocent, wide-eyed, almost ethereal girls who turn into socially conscious women with financial worries--unrecognizable even to themselves. The beginning sections quickly catch the listener's attention, with lush descriptions of rooms, clothes, and the heights of feminine beauty. We enter a world of intrigue: secrets, characters with past relationships that could prove fatal, and competition taken to its limits. Its literary value notwithstanding, this book might appeal to soap opera and romance fans. For more attentive listeners, it quickly becomes disconcerting as more and more characters with awkward British-sounding names are added. It's increasingly difficult to recall who's who without backing up the tape. Most libraries can pass on this one.-- Rochelle Ratner, formerly Poetry Editor, ""Soho Weekly News"", New York","Classics, Fiction, Historical Fiction, Romance, Historical, Book Club, American, Literature, Classic Literature, 20th Century",,Hardcover,"July 05, 1995",,The Buccaneers,,,"Annabel ""Nan"" St. George, Virginia ""Jinny"" St. George, Conchita ""Connie"" Closson, Elizabeth ""Lizzy"" Elmsworth",9780517152782,English																																																																																																																												
49,Bucaneer,Luther Butler,3.64,11,2,A tale of the Caribbean when privateers tapped into Spain's Mother Lode of gold and silver they were ripping from the New World. Buccaneers boarded these treasure ships and transferred the contents into their own vessels. High excitement when a bunch of pig roasters turned into robbers of the sea. High romance and brutal sea battles await the reader of this fiction drawn from history.,,208,Paperback,"October 18, 2000",,Bucaneer,,,,9780738837802,English																																																																																																																												
50,Hatchet,Gary Paulsen,3.8,453221,20772,"Brian is on his way to Canada to visit his estranged father when the pilot of his small prop plane suffers a heart attack. Brian is forced to crash-land the plane in a lake--and finds himself stranded in the remote Canadian wilderness with only his clothing and the hatchet his mother gave him as a present before his departure. Brian had been distraught over his parents' impending divorce and the secret he carries about his mother, but now he is truly desolate and alone. Exhausted, terrified, and hungry, Brian struggles to find food and make a shelter for himself. He has no special knowledge of the woods, and he must find a new kind of awareness and patience as he meets each day's challenges. Is the water safe to drink? Are the berries he finds poisonous? Slowly, Brian learns to turn adversity to his advantage--an invading porcupine unexpectedly shows him how to make fire, a devastating tornado shows him how to retrieve supplies from the submerged airplane. Most of all, Brian leaves behind the self-pity he has felt about his predicament as he summons the courage to stay alive. A story of survival and of transformation, this riveting book has sparked many a reader's interest in venturing into the wild.","Fiction, Young Adult, Classics, Adventure, Middle Grade, Survival, Childrens, School, Realistic Fiction, Read For School",208,Hardcover,"April 01, 2000","Newbery Medal, Young Hoosier Book Award, Buckeye Children's Book Award, Massachusetts Children's Book Award, Flicker Tale Children's Book Award, Vermont Golden Dome Book Award, Golden Archer Award, Soaring Eagle Book Award, Iowa Teen Award, California Young Readers Medal, Minnesota Book Award, William Allen White Children's Book Award, Bluestem Book Award, Virginia Reader's Choice, Oklahoma Sequoyah Book Award, Margaret A. Edwards Award, Maud Hart Lovelace Award",,Brian's Saga,Canada,Brian Robeson,9780689840920,English																																																																																																																												
51,A Guide for Using Hatchet in the Classroom,Donna Ickes,3.94,36,3,"This resource is directly related to its literature equivalent and filled with a variety of cross-curricular lessons to do before, during, and after reading the book. This reproducible book presents an exciting approach to teaching well-known literature! It includes sample plans, author information, vocabulary building ideas, cross-curriculum activities, sectional activities and quizzes, unit tests, and many ideas for culminating and extending the novel.",,48,Paperback,"August 28, 1994",,A Guide for Using Hatchet in the Classroom,,,,9781557344496,English																																																																																																																												
52,El hacha,Gary Paulsen,3.8,453221,20772,"Brian viaja en una avioneta como Гєnico pasajero. Va a reunirse con su padre que trabaja en unos campos petrolГ­feros. De repente, el piloto sufre un ataque cardiaco, muere, y la avioneta se precipita en las aguas del lago. Brian no tiene nada mГЎs que el hacha, que le regalГі su madre al despedirse, para luchar e intentar sobrevivir.","Fiction, Young Adult, Classics, Adventure, Middle Grade, Survival, Childrens, School, Realistic Fiction, Read For School",144,Paperback,"January 01, 1991","Newbery Medal, Young Hoosier Book Award, Buckeye Children's Book Award, Massachusetts Children's Book Award, Flicker Tale Children's Book Award, Vermont Golden Dome Book Award, Golden Archer Award, Soaring Eagle Book Award, Iowa Teen Award, California Young Readers Medal, Minnesota Book Award, William Allen White Children's Book Award, Bluestem Book Award, Virginia Reader's Choice, Oklahoma Sequoyah Book Award, Margaret A. Edwards Award, Maud Hart Lovelace Award",,Brian's Saga,Canada,Brian Robeson,9788427932067,Spanish	 Castilian																																																																																																																											
53,Guts: The True Stories behind Hatchet and the Brian Books,Gary Paulsen,3.92,3206,443,"Guess what -- Gary Paulsen was being kind to Brian. In Guts , Gary tells the real stories behind the Brian books, the stories of the adventures that inspired him to write Brian Robeson's working as an emergency volunteer	 the death that inspired the pilot's death in Hatchet 	 plane crashes he has seen and near-misses of his own. He describes how he made his own bows and arrows, and takes readers on his first hunting trips, showing the wonder and solace of nature along with his hilarious mishaps and mistakes. He shares special memories, such as the night he attracted every mosquito in the county, or how he met the moose with a sense of humor, and the moose who made it personal. There's a handy chapter on ""Eating Eyeballs and Guts or The Fine Art of Wilderness Nutrition."" Recipes included. Readers may wonder how Gary Paulsen survived to write all of his books -- well, it took guts.","Nonfiction, Biography, Adventure, Survival, Memoir, Biography Memoir, Autobiography, Middle Grade, Childrens, Writing",148,Hardcover,"January 01, 2001","Vermont Golden Dome Book Award, Lincoln Award",Guts: The True Stories behind Hatchet and the Brian Books,Brian's Saga,,,9780385326506,English																																																																																																																										
54,Molly Hatchet - 5 of the Best,Molly Hatchet,3.86,7,1,"(Play It Like It Is). Molly Hatchet is one of the classic Southern Rock bands, along with Lynyrd Skynyrd. They feature a three-guitar attack that has helped define rockin' boogie music. This songbook features five killer tunes transcribed in notes and tab exactly as recorded: * Beatin' the Odds * Bounty Hunter * Flirtin' with Disaster * Gator Country * Whiskey Man.",,56,Paperback,"June 10, 2003",,Molly Hatchet - 5 of the Best,,,,9781575606248,English																																																																																																																												
55,Hatchet Jobs: Writings on Contemporary Fiction,Dale Peck,3.51,138,28,"Since the initial publication of Hatchet Jobs , the groves of literary criticism have echoed with the clatter of steel on wood. From heated panels at Book Expo in Chicago to contretemps at writers' watering holes in New York, voicesвЂ•even fistsвЂ•have been raised. Peck's bracing philippic proposes that contemporary literature is at a dead end. Novelists have forfeited a wider audience, succumbing to identity politicking and self-reflexive postmodernism. In the torrent of responses to this fulguration, opinions were not so much divided as cleaved in two with, for example, Carlin Romano contending that ""Peck's judgments are worse than nastyвЂ•they are hysterical"" and Benjamin Schwarz retorting that ""in his meticulous attention to diction, his savage wit, his exact and rollicking prose and his disdain for pseudointellectual flatulence, Dale Peck is Mencken's heir."" Hatchet Jobs includes swinging critiques of the work of, among others, Sven Birkerts, Julian Barnes, Philip Roth, Colson Whitehead, Jim Crace, Stanley Crouch, and Rick Moody.","Nonfiction, Essays, Criticism, Literary Criticism, Books About Books, 21st Century, Lit Crit",228,Paperback,"November 03, 2005",,Hatchet Jobs: Writings on Contemporary Fiction,,,,9781595580276,English																																																																																																																												
56,The Woodsman and His Hatchet: Eighty Years on Back Country Survival,Bud Cheff Sr.,3.69,13,1,"Subtitled ""Eighty Years on Back Country Survival"", in ""The Woodsman and His Hatchet"", long-time woodsman-outfitter-author Bud Cheff draws on a lifetime of experience as a woodsman and outfitter-guide in the Bob Marshall Wilderness to give good, common sense advice on how to survive almost any situation one might encounter in back country travel. This is a down-to-earth, been-there-done-that, solid book on basic survival techniques offered by an expert woodsman, with an emphasis not only on how to prepare for a back country trip but how to use materials you'll find to survive. Chapters in ""The Woodsman and His Hatchet"" include his expert commentary on such subjects as Back Country Survival, The Significance of The Hatchet, Sharpening Your Axe and Knife, Fire Building, Being Lost in The Woods, Building a Shelter, Dangers of Mountain Climbing, Crossing a Stream or Small River, Finding Food in an Emergency, Things A Hunter Should Know, Shooting Game, and How Meat Is Packed.",,150,Paperback,"October 01, 1996",,The Woodsman and His Hatchet: Eighty Years on Back Country Survival,,,,9780912299624,English																																																																																																																												
57,A Changeling for All Seasons,Angela Knight,3.75,178,5,"""A Changeling for All Seasons"" Ten unforgettable Erotic Tales to warm your nights and keep you in holiday spirits all year long!Angela Knight - A Vampire ChristmasSahara Kelly - A Christmas PageantJudy Mays - Jingle BallsMarteeka Karland - Sealed with a KissKate Douglas - My ValentineShelby Morgen - ChangelingWilla Okati - Elven EnchantmentKate Hill - Jolene's PookaLacey Savage - Chemistry to BurnShelby Morgen - Troll under the BridgeFilled with the unexpected, ""A Changeling for All Seasons"" offers something to savor for every palate. From humorous to magical, from Christmas to St. Patrick's Day to the 4th of July, these stories are alight with unbridled lust, sensuous passion, and hot, hot sex, guaranteed to entangle your senses and leave you breathless.","Romance, Paranormal, Anthologies, Paranormal Romance, Fantasy, Erotica, Shapeshifters, Fiction, Erotic Romance",304,Paperback,"January 01, 2005",,A Changeling for All Seasons,Changeling Seasons,,,9781595962805,English																																																																																																																												
58,Changeling,Delia Sherman,3.6,1092,128,"Neef is a changeling, a human baby stolen by fairies and replaced with one of their own. She lives in ""New York Between,"" a Manhattan alongside our own, home to creatures of folklore. Protected by her fairy godmother until she breaks a Fairy Law, now she must face the challenge of the Green Lady of Central Park or be sacrificed! Neef is determined, but time is running out.","Fantasy, Young Adult, Urban Fantasy, Fairies, Middle Grade, Fiction, Childrens, Fae, Adventure, Magic",256,Hardcover,"August 17, 2006",,Changeling,Changeling,"New York City, New York",,9780670059676,English																																																																																																																												
59,The Changeling Sea,Patricia A. McKillip,4.09,6052,604,"Since the day her father's fishing boat returned without him, Peri and her mother have mourned his loss. Her mother sinks into a deep depression and spends her days gazing out at the sea. Unable to control her anger and sadness any longer, Peri uses the small magic she knows to hex the sea. And suddenly into her drab life come the King's sonsвЂ”changelings with strange ties to the underwater kingdomвЂ”a young magician, and, finally, love.","Fantasy, Young Adult, Fiction, Romance, Magic, Mermaids, High Fantasy, Fairy Tales, Science Fiction Fantasy, Young Adult Fantasy",137,Mass Market Paperback,"April 14, 2003",Mythopoeic Fantasy Award,The Changeling Sea,,,,9780141312620,English																																																																																																																												
60,Changelings,Anne McCaffrey,3.83,2656,108,"With three acclaimed novels вЂ“ Powers That Be, Power Lines, and Power Play вЂ“ bestselling authors Anne McCaffrey and Elizabeth Ann Scarborough launched a vibrant new science-fiction saga that told the story of a sentient planet, Petaybee, and the humans who fought to protect it from the rapacious designs of an all-powerful interstellar corporation determined to exploit the icy worldвЂ™s natural resources. Led by Yana Maddock and Sean Shongili, PetaybeeвЂ™s protectors prevailed. But now Petaybee is changing in mysterious, unprecedented ways, and the return of off-world scientists threatens the amazing planet and its equally amazing inhabitants with new dangers.CHANGELINGSThey are Ronan Born for Water Shongili and Murel Monster Slayer Shongili. Twin brother and sister. Children of Yana and Sean. Children of Petaybee. As such, theirs is a destiny deeply intertwined with the sentient planet that is their home. For Ronan and Murel are more than human. Like their father, each can transform into a seal and converse telepathically with the planetвЂ™s creaturesвЂ“such as the friendly otter whose life they save one day from a pack of ravenous wolves.But the twinsвЂ™ bravery has unforeseen results when a visiting scientist witnesses their startling metamorphosis and becomes obsessed with their capture. To protect their children, Sean and Yana send them to stay with a powerful family friend on an orbiting space station. But no one realizes that Ronan and Murel hunger to discover the origins of their shape-shifting talentвЂ“and that their search for knowledge will place them squarely in the path of peril.Meanwhile, Petaybee is changingвЂ“and much faster than an ordinary planetвЂ™s natural evolution. It appears that portions of the sea are heating up and a landmass is suddenly rising from the depths. To investigate the startling occurrence, Sean heads out to the open water in his seal form. But the newly unstable region holds untold mysteriesвЂ“and the potential for disaster.","Science Fiction, Fantasy, Science Fiction Fantasy, Fiction, Audiobook, Young Adult, Adult, Space, Ebooks, Speculative Fiction",288,Hardcover,"September 01, 2006",,Changelings,Twins of Petaybee,,,9780593056127,English																																																																																																																												
61,The Changeling,Zilpha Keatley Snyder,4.18,1543,170,"Ivy Carson belonged to the notorious Carson family, which lived in a run-down house in suburban Rosewood. But Ivy was not a typical Carson. There was something wonderful about her. Ivy explained it by saying that she was a changeling, a child of supernatural parents who had been exchanged for the real Ivy Carson at birth. This classic book was first published in 1970. It was awarded a Christopher Medal and named an outstanding book for young people by the Junior Library Guild.","Fiction, Young Adult, Fantasy, Childrens, Middle Grade, Friendship, Classics, Coming Of Age, Juvenile, Magic",220,Paperback,"January 01, 2004","Vermont Golden Dome Book Award, NSK Neustadt Prize for Children's Literature",The Changeling,,,,9780595321803,English																																																																																																																												
63,The Changeling,Kate Horsley,3.58,438,61,"Here, the author of the acclaimed Confessions of a Pagan Nun takes us to fourteenth-century Ireland for a strange and luminous tale of the elusive nature of identity and of triumph in adversity. The Changeling is the story of Grey, a peasant girl who is raised as a boy, and who, until adolescence, never doubts herself to be male. The revelation of her womanhood marks the beginning of her journey through a succession of changing identitiesвЂ”including son, wife, warrior, and motherвЂ”each of which brings its own special wisdom, but none of which, she discovers, can ultimately define her. In the course of her adventurous life, Grey deals with all the challenges of her tumultuous ageвЂ”from political oppression to corrupt Church hierarchy to the horrors of the Black DeathвЂ”ultimately finding peace and a kind of redemption by embracing the beautifully impermanent quality of identity that her unusual life has enabled her to understand. (Previously published in hardcover as The Changeling of Finnistuath .)","Historical Fiction, Fiction, Fantasy, Ireland, Historical, 14th Century, Book Club, Medieval, Literary Fiction, Irish Literature",352,Paperback,"April 12, 2005",,The Changeling of Finnistuath,,,,9781590301944,English																																																																																																																												
65,Shadows in the Starlight,Elaine Cunningham,3.7,209,21,"A ten year veteran of the Providence Rhode Island vice squad Gwen ""GiGi"" Gellman began her life as a foundling and is used to being on her own. So when she finds herself unemployed and on the outs after a standard bust goes bad resulting in a bloodbath, she welcomes the occasion to break from routine. She scrapes together enough capital to start her own PI business specializing in ""family problems."" But, in doing so she never guessed that she would uncover her own mysterious and mystical past.When GiGi becomes involved in the case of a missing wife and child, she initially dismisses the matter as good sense on the wife's part--she knows the husband to be less than stellar in his role. But, as her investigation progresses GiGi discovers a pattern of lies and deceptions, some of which expose hidden ties to her own mystifying existence. Otherworldly powers try to intercede, and soon GiGi finds not only her own life threatened, but those of her friends and family as well.","Urban Fantasy, Fantasy, Paranormal, Fiction, Mystery, Detective, Fae, Paranormal Romance, Paranormal Urban Fantasy",288,Mass Market Paperback,"February 06, 2007",,Shadows in the Starlight,Changeling Detective,,,9780765348524,English																																																																																																																												
66,The Changeling,Philippa Carr,3.96,540,33,"Rebecca MandevilleThe story of The Changeling is told by Angelet's daughter, Rebecca, who was born in Benedict Lansdon's grandfather's house in an Australian gold-mining township. Before Rebecca was born, her father had died saving another man's life. She had always looked up to him as a great hero and when she heard that her mother was to marry Benedict Lansdon, she was deeply shocked.The prolific British author of historical romances (The Pool of St. Branok) continues her lavishly entwined narrative of the families connected to Benedict Lansdon, now a recently bereaved widower, absentee father and wealthy seeker of a Parliament seat. Narrated by Benedict's aggrieved stepdaughter, Rebecca, this complex tale of love and betrayal concerns a three-cornered sibling relationship involving Rebecca, her half-sister, Belinda, and Lucie, a country waif informally adopted by Rebecca. Aware that her father blames her for her mother's death in childbirth, Belinda takes refuge in michievous behavior. Placid Lucie, however, fits in well with the family, though her lineage is suspect and clouded with mysterious events at St. Branok's pool. Although Belinda seems the most obvious ""changeling"", Carr sustains an air of doubt and intrigue. The ambience of the Cornish countryside and of Victorian London permeate this piquantly Gothic family saga.","Historical Fiction, Romance, Fiction, Historical Romance, Historical, Gothic, British Literature, Adult, Mystery, 19th Century",369,Mass Market Paperback,"August 28, 1990",,The Changeling,Daughters of England,,,9780449146972,English																																																																																																																												
67,The Known World,Edward P. Jones,3.84,45314,4079,"One of the most acclaimed novels in recent memory, The Known World is a daring and ambitious work by Pulitzer Prize winner Edward P. Jones.The Known World tells the story of Henry Townsend, a black farmer and former slave who falls under the tutelage of William Robbins, the most powerful man in Manchester County, Virginia. Making certain he never circumvents the law, Townsend runs his affairs with unusual discipline. But when death takes him unexpectedly, his widow, Caldonia, can't uphold the estate's order, and chaos ensues. Jones has woven a footnote of history into an epic that takes an unflinching look at slavery in all its moral complexities.","Fiction, Historical Fiction, Book Club, African American, Historical, Literary Fiction, Literature, Novels, Race, American",388,Paperback,"August 29, 2006","Pulitzer Prize, Anisfield-Wolf Book Award, National Book Critics Circle Award, Hurston/Wright Legacy Award, National Book Award Finalist, Dublin Literary Award",The Known World,,"The United States of America, Virginia (state)",,9780061159176,English																																																																																																																												
